Points:0,Points:1,Points:2,Point ID,Block Number
-0.0124538,-0.00247721,0,287,4
-0.0119546,-0.00237793,0,288,4
-0.0114555,-0.00227864,0,289,4
-0.0109564,-0.00217936,0,290,4
-0.0104573,-0.00208008,0,291,4
-0.00995812,-0.00198079,0,292,4
-0.00945899,-0.00188151,0,293,4
-0.00895986,-0.00178223,0,294,4
-0.00846073,-0.00168294,0,295,4
-0.0079616,-0.00158366,0,296,4
-0.00746248,-0.00148438,0,297,4
-0.00696335,-0.0013851,0,298,4
-0.00646422,-0.00128581,0,299,4
-0.0129877,-0.00440873,0,300,4
-0.0125058,-0.00424514,0,301,4
-0.0120239,-0.00408156,0,302,4
-0.011542,-0.00391798,0,303,4
-0.0110601,-0.00375439,0,304,4
-0.0105782,-0.00359081,0,305,4
-0.0100963,-0.00342723,0,306,4
-0.00961438,-0.00326364,0,307,4
-0.00913248,-0.00310006,0,308,4
-0.00865058,-0.00293648,0,309,4
-0.00816868,-0.00277289,0,310,4
-0.00768678,-0.00260931,0,311,4
-0.00720488,-0.00244573,0,312,4
-0.00672298,-0.00228214,0,313,4
-0.00624108,-0.00211856,0,314,4
-0.0123011,-0.00606624,0,315,4
-0.0118447,-0.00584116,0,316,4
-0.0113883,-0.00561607,0,317,4
-0.0109318,-0.00539099,0,318,4
-0.0104754,-0.0051659,0,319,4
-0.010019,-0.00494082,0,320,4
-0.00956257,-0.00471574,0,321,4
-0.00910614,-0.00449065,0,322,4
-0.00864972,-0.00426557,0,323,4
-0.00819329,-0.00404048,0,324,4
-0.00773686,-0.0038154,0,325,4
-0.00728044,-0.00359031,0,326,4
-0.00682401,-0.00336523,0,327,4
-0.00636759,-0.00314015,0,328,4
-0.00591116,-0.00291506,0,329,4
-0.0114041,-0.00761996,0,330,4
-0.0109809,-0.00733723,0,331,4
-0.0105578,-0.00705449,0,332,4
-0.0101347,-0.00677176,0,333,4
-0.00971151,-0.00648903,0,334,4
-0.00928837,-0.00620629,0,335,4
-0.00886523,-0.00592356,0,336,4
-0.00844209,-0.00564082,0,337,4
-0.00801895,-0.00535809,0,338,4
-0.00759581,-0.00507536,0,339,4
-0.00717266,-0.00479262,0,340,4
-0.00674952,-0.00450989,0,341,4
-0.00632638,-0.00422715,0,342,4
-0.00590324,-0.00394442,0,343,4
-0.0054801,-0.00366168,0,344,4
-0.0103119,-0.0090433,0,345,4
-0.00992929,-0.00870776,0,346,4
-0.00954668,-0.00837221,0,347,4
-0.00916406,-0.00803666,0,348,4
-0.00878144,-0.00770112,0,349,4
-0.00839883,-0.00736557,0,350,4
-0.00801621,-0.00703003,0,351,4
-0.00763359,-0.00669448,0,352,4
-0.00725097,-0.00635893,0,353,4
-0.00686836,-0.00602339,0,354,4
-0.00648574,-0.00568784,0,355,4
-0.00610312,-0.00535229,0,356,4
-0.0057205,-0.00501675,0,357,4
-0.00533789,-0.0046812,0,358,4
-0.00495527,-0.00434565,0,359,4
-0.0090433,-0.0103119,0,360,4
-0.00870776,-0.00992929,0,361,4
-0.00837221,-0.00954668,0,362,4
-0.00803666,-0.00916406,0,363,4
-0.00770112,-0.00878144,0,364,4
-0.00736557,-0.00839883,0,365,4
-0.00703003,-0.00801621,0,366,4
-0.00669448,-0.00763359,0,367,4
-0.00635893,-0.00725097,0,368,4
-0.00602339,-0.00686836,0,369,4
-0.00568784,-0.00648574,0,370,4
-0.00535229,-0.00610312,0,371,4
-0.00501675,-0.0057205,0,372,4
-0.0046812,-0.00533789,0,373,4
-0.00434565,-0.00495527,0,374,4
-0.00761996,-0.0114041,0,375,4
-0.00733723,-0.0109809,0,376,4
-0.00705449,-0.0105578,0,377,4
-0.00677176,-0.0101347,0,378,4
-0.00648903,-0.00971151,0,379,4
-0.00620629,-0.00928837,0,380,4
-0.00592356,-0.00886523,0,381,4
-0.00564082,-0.00844209,0,382,4
-0.00535809,-0.00801895,0,383,4
-0.00507536,-0.00759581,0,384,4
-0.00479262,-0.00717266,0,385,4
-0.00450989,-0.00674952,0,386,4
-0.00422715,-0.00632638,0,387,4
-0.00394442,-0.00590324,0,388,4
-0.00366168,-0.0054801,0,389,4
-0.00606624,-0.0123011,0,390,4
-0.00584116,-0.0118447,0,391,4
-0.00561607,-0.0113883,0,392,4
-0.00539099,-0.0109318,0,393,4
-0.0051659,-0.0104754,0,394,4
-0.00494082,-0.010019,0,395,4
-0.00471574,-0.00956257,0,396,4
-0.00449065,-0.00910614,0,397,4
-0.00426557,-0.00864972,0,398,4
-0.00404048,-0.00819329,0,399,4
-0.0038154,-0.00773686,0,400,4
-0.00359031,-0.00728044,0,401,4
-0.00336523,-0.00682401,0,402,4
-0.00314015,-0.00636759,0,403,4
-0.00291506,-0.00591116,0,404,4
-0.00440873,-0.0129877,0,405,4
-0.00424514,-0.0125058,0,406,4
-0.00408156,-0.0120239,0,407,4
-0.00391798,-0.011542,0,408,4
-0.00375439,-0.0110601,0,409,4
-0.00359081,-0.0105782,0,410,4
-0.00342723,-0.0100963,0,411,4
-0.00326364,-0.00961438,0,412,4
-0.00310006,-0.00913248,0,413,4
-0.00293648,-0.00865058,0,414,4
-0.00277289,-0.00816868,0,415,4
-0.00260931,-0.00768678,0,416,4
-0.00244573,-0.00720488,0,417,4
-0.00228214,-0.00672298,0,418,4
-0.00211856,-0.00624108,0,419,4
-0.00267578,-0.013452,0,420,4
-0.00257649,-0.0129529,0,421,4
-0.00247721,-0.0124538,0,422,4
-0.00237793,-0.0119546,0,423,4
-0.00227864,-0.0114555,0,424,4
-0.00217936,-0.0109564,0,425,4
-0.00208008,-0.0104573,0,426,4
-0.00198079,-0.00995812,0,427,4
-0.00188151,-0.00945899,0,428,4
-0.00178223,-0.00895986,0,429,4
-0.00168294,-0.00846073,0,430,4
-0.00158366,-0.0079616,0,431,4
-0.00148438,-0.00746248,0,432,4
-0.0013851,-0.00696335,0,433,4
-0.00128581,-0.00646422,0,434,4
-0.000897041,-0.0136862,0,435,4
-0.000863757,-0.0131784,0,436,4
-0.000830473,-0.0126706,0,437,4
-0.000797189,-0.0121627,0,438,4
-0.000763905,-0.0116549,0,439,4
-0.00073062,-0.0111471,0,440,4
-0.000697336,-0.0106393,0,441,4
-0.000664052,-0.0101315,0,442,4
-0.000630768,-0.00962366,0,443,4
-0.000597484,-0.00911584,0,444,4
-0.000564199,-0.00860802,0,445,4
-0.000530915,-0.0081002,0,446,4
-0.000497631,-0.00759238,0,447,4
-0.000464347,-0.00708457,0,448,4
-0.000431063,-0.00657675,0,449,4
0.000897041,-0.0136862,0,450,4
0.000863757,-0.0131784,0,451,4
0.000830473,-0.0126706,0,452,4
0.000797189,-0.0121627,0,453,4
0.000763905,-0.0116549,0,454,4
0.00073062,-0.0111471,0,455,4
0.000697336,-0.0106393,0,456,4
0.000664052,-0.0101315,0,457,4
0.000630768,-0.00962366,0,458,4
0.000597484,-0.00911584,0,459,4
0.000564199,-0.00860802,0,460,4
0.000530915,-0.0081002,0,461,4
0.000497631,-0.00759238,0,462,4
0.000464347,-0.00708457,0,463,4
0.000431063,-0.00657675,0,464,4
0.00267578,-0.013452,0,465,4
0.00257649,-0.0129529,0,466,4
0.00247721,-0.0124538,0,467,4
0.00237793,-0.0119546,0,468,4
0.00227864,-0.0114555,0,469,4
0.00217936,-0.0109564,0,470,4
0.00208008,-0.0104573,0,471,4
0.00198079,-0.00995812,0,472,4
0.00188151,-0.00945899,0,473,4
0.00178223,-0.00895986,0,474,4
0.00168294,-0.00846073,0,475,4
0.00158366,-0.0079616,0,476,4
0.00148438,-0.00746248,0,477,4
0.0013851,-0.00696335,0,478,4
0.00128581,-0.00646422,0,479,4
0.00440873,-0.0129877,0,480,4
0.00424514,-0.0125058,0,481,4
0.00408156,-0.0120239,0,482,4
0.00391798,-0.011542,0,483,4
0.00375439,-0.0110601,0,484,4
0.00359081,-0.0105782,0,485,4
0.00342723,-0.0100963,0,486,4
0.00326364,-0.00961438,0,487,4
0.00310006,-0.00913248,0,488,4
0.00293648,-0.00865058,0,489,4
0.00277289,-0.00816868,0,490,4
0.00260931,-0.00768678,0,491,4
0.00244573,-0.00720488,0,492,4
0.00228214,-0.00672298,0,493,4
0.00211856,-0.00624108,0,494,4
0.00606624,-0.0123011,0,495,4
0.00584116,-0.0118447,0,496,4
0.00561607,-0.0113883,0,497,4
0.00539099,-0.0109318,0,498,4
0.0051659,-0.0104754,0,499,4
0.00494082,-0.010019,0,500,4
0.00471574,-0.00956257,0,501,4
0.00449065,-0.00910614,0,502,4
0.00426557,-0.00864972,0,503,4
0.00404048,-0.00819329,0,504,4
0.0038154,-0.00773686,0,505,4
0.00359031,-0.00728044,0,506,4
0.00336523,-0.00682401,0,507,4
0.00314015,-0.00636759,0,508,4
0.00291506,-0.00591116,0,509,4
0.00761996,-0.0114041,0,510,4
0.00733723,-0.0109809,0,511,4
0.00705449,-0.0105578,0,512,4
0.00677176,-0.0101347,0,513,4
0.00648903,-0.00971151,0,514,4
0.00620629,-0.00928837,0,515,4
0.00592356,-0.00886523,0,516,4
0.00564082,-0.00844209,0,517,4
0.00535809,-0.00801895,0,518,4
0.00507536,-0.00759581,0,519,4
0.00479262,-0.00717266,0,520,4
0.00450989,-0.00674952,0,521,4
0.00422715,-0.00632638,0,522,4
0.00394442,-0.00590324,0,523,4
0.00366168,-0.0054801,0,524,4
0.0090433,-0.0103119,0,525,4
0.00870776,-0.00992929,0,526,4
0.00837221,-0.00954668,0,527,4
0.00803666,-0.00916406,0,528,4
0.00770112,-0.00878144,0,529,4
0.00736557,-0.00839883,0,530,4
0.00703003,-0.00801621,0,531,4
0.00669448,-0.00763359,0,532,4
0.00635893,-0.00725097,0,533,4
0.00602339,-0.00686836,0,534,4
0.00568784,-0.00648574,0,535,4
0.00535229,-0.00610312,0,536,4
0.00501675,-0.0057205,0,537,4
0.0046812,-0.00533789,0,538,4
0.00434565,-0.00495527,0,539,4
0.0103119,-0.0090433,0,540,4
0.00992929,-0.00870776,0,541,4
0.00954668,-0.00837221,0,542,4
0.00916406,-0.00803666,0,543,4
0.00878144,-0.00770112,0,544,4
0.00839883,-0.00736557,0,545,4
0.00801621,-0.00703003,0,546,4
0.00763359,-0.00669448,0,547,4
0.00725097,-0.00635893,0,548,4
0.00686836,-0.00602339,0,549,4
0.00648574,-0.00568784,0,550,4
0.00610312,-0.00535229,0,551,4
0.0057205,-0.00501675,0,552,4
0.00533789,-0.0046812,0,553,4
0.00495527,-0.00434565,0,554,4
0.0114041,-0.00761996,0,555,4
0.0109809,-0.00733723,0,556,4
0.0105578,-0.00705449,0,557,4
0.0101347,-0.00677176,0,558,4
0.00971151,-0.00648903,0,559,4
0.00928837,-0.00620629,0,560,4
0.00886523,-0.00592356,0,561,4
0.00844209,-0.00564082,0,562,4
0.00801895,-0.00535809,0,563,4
0.00759581,-0.00507536,0,564,4
0.00717266,-0.00479262,0,565,4
0.00674952,-0.00450989,0,566,4
0.00632638,-0.00422715,0,567,4
0.00590324,-0.00394442,0,568,4
0.0054801,-0.00366168,0,569,4
0.0123011,-0.00606624,0,570,4
0.0118447,-0.00584116,0,571,4
0.0113883,-0.00561607,0,572,4
0.0109318,-0.00539099,0,573,4
0.0104754,-0.0051659,0,574,4
0.010019,-0.00494082,0,575,4
0.00956257,-0.00471574,0,576,4
0.00910614,-0.00449065,0,577,4
0.00864972,-0.00426557,0,578,4
0.00819329,-0.00404048,0,579,4
0.00773686,-0.0038154,0,580,4
0.00728044,-0.00359031,0,581,4
0.00682401,-0.00336523,0,582,4
0.00636759,-0.00314015,0,583,4
0.00591116,-0.00291506,0,584,4
0.0129877,-0.00440873,0,585,4
0.0125058,-0.00424514,0,586,4
0.0120239,-0.00408156,0,587,4
0.011542,-0.00391798,0,588,4
0.0110601,-0.00375439,0,589,4
0.0105782,-0.00359081,0,590,4
0.0100963,-0.00342723,0,591,4
0.00961438,-0.00326364,0,592,4
0.00913248,-0.00310006,0,593,4
0.00865058,-0.00293648,0,594,4
0.00816868,-0.00277289,0,595,4
0.00768678,-0.00260931,0,596,4
0.00720488,-0.00244573,0,597,4
0.00672298,-0.00228214,0,598,4
0.00624108,-0.00211856,0,599,4
0.013452,-0.00267578,0,600,4
0.0129529,-0.00257649,0,601,4
0.0124538,-0.00247721,0,602,4
0.0119546,-0.00237793,0,603,4
0.0114555,-0.00227864,0,604,4
0.0109564,-0.00217936,0,605,4
0.0104573,-0.00208008,0,606,4
0.00995812,-0.00198079,0,607,4
0.00945899,-0.00188151,0,608,4
0.00895986,-0.00178223,0,609,4
0.00846073,-0.00168294,0,610,4
0.0079616,-0.00158366,0,611,4
0.00746248,-0.00148438,0,612,4
0.00696335,-0.0013851,0,613,4
0.00646422,-0.00128581,0,614,4
0.0136862,-0.000897041,0,615,4
0.0131784,-0.000863757,0,616,4
0.0126706,-0.000830473,0,617,4
0.0121627,-0.000797189,0,618,4
0.0116549,-0.000763905,0,619,4
0.0111471,-0.00073062,0,620,4
0.0106393,-0.000697336,0,621,4
0.0101315,-0.000664052,0,622,4
0.00962366,-0.000630768,0,623,4
0.00911584,-0.000597484,0,624,4
0.00860802,-0.000564199,0,625,4
0.0081002,-0.000530915,0,626,4
0.00759238,-0.000497631,0,627,4
0.00708457,-0.000464347,0,628,4
0.00657675,-0.000431063,0,629,4
0.0136862,0.000897041,0,630,4
0.0131784,0.000863757,0,631,4
0.0126706,0.000830473,0,632,4
0.0121627,0.000797189,0,633,4
0.0116549,0.000763905,0,634,4
0.0111471,0.00073062,0,635,4
0.0106393,0.000697336,0,636,4
0.0101315,0.000664052,0,637,4
0.00962366,0.000630768,0,638,4
0.00911584,0.000597484,0,639,4
0.00860802,0.000564199,0,640,4
0.0081002,0.000530915,0,641,4
0.00759238,0.000497631,0,642,4
0.00708457,0.000464347,0,643,4
0.00657675,0.000431063,0,644,4
0.013452,0.00267578,0,645,4
0.0129529,0.00257649,0,646,4
0.0124538,0.00247721,0,647,4
0.0119546,0.00237793,0,648,4
0.0114555,0.00227864,0,649,4
0.0109564,0.00217936,0,650,4
0.0104573,0.00208008,0,651,4
0.00995812,0.00198079,0,652,4
0.00945899,0.00188151,0,653,4
0.00895986,0.00178223,0,654,4
0.00846073,0.00168294,0,655,4
0.0079616,0.00158366,0,656,4
0.00746248,0.00148438,0,657,4
0.00696335,0.0013851,0,658,4
0.00646422,0.00128581,0,659,4
0.0129877,0.00440873,0,660,4
0.0125058,0.00424514,0,661,4
0.0120239,0.00408156,0,662,4
0.011542,0.00391798,0,663,4
0.0110601,0.00375439,0,664,4
0.0105782,0.00359081,0,665,4
0.0100963,0.00342723,0,666,4
0.00961438,0.00326364,0,667,4
0.00913248,0.00310006,0,668,4
0.00865058,0.00293648,0,669,4
0.00816868,0.00277289,0,670,4
0.00768678,0.00260931,0,671,4
0.00720488,0.00244573,0,672,4
0.00672298,0.00228214,0,673,4
0.00624108,0.00211856,0,674,4
0.0123011,0.00606624,0,675,4
0.0118447,0.00584116,0,676,4
0.0113883,0.00561607,0,677,4
0.0109318,0.00539099,0,678,4
0.0104754,0.0051659,0,679,4
0.010019,0.00494082,0,680,4
0.00956257,0.00471574,0,681,4
0.00910614,0.00449065,0,682,4
0.00864972,0.00426557,0,683,4
0.00819329,0.00404048,0,684,4
0.00773686,0.0038154,0,685,4
0.00728044,0.00359031,0,686,4
0.00682401,0.00336523,0,687,4
0.00636759,0.00314015,0,688,4
0.00591116,0.00291506,0,689,4
0.0114041,0.00761996,0,690,4
0.0109809,0.00733723,0,691,4
0.0105578,0.00705449,0,692,4
0.0101347,0.00677176,0,693,4
0.00971151,0.00648903,0,694,4
0.00928837,0.00620629,0,695,4
0.00886523,0.00592356,0,696,4
0.00844209,0.00564082,0,697,4
0.00801895,0.00535809,0,698,4
0.00759581,0.00507536,0,699,4
0.00717266,0.00479262,0,700,4
0.00674952,0.00450989,0,701,4
0.00632638,0.00422715,0,702,4
0.00590324,0.00394442,0,703,4
0.0054801,0.00366168,0,704,4
0.0103119,0.0090433,0,705,4
0.00992929,0.00870776,0,706,4
0.00954668,0.00837221,0,707,4
0.00916406,0.00803666,0,708,4
0.00878144,0.00770112,0,709,4
0.00839883,0.00736557,0,710,4
0.00801621,0.00703003,0,711,4
0.00763359,0.00669448,0,712,4
0.00725097,0.00635893,0,713,4
0.00686836,0.00602339,0,714,4
0.00648574,0.00568784,0,715,4
0.00610312,0.00535229,0,716,4
0.0057205,0.00501675,0,717,4
0.00533789,0.0046812,0,718,4
0.00495527,0.00434565,0,719,4
