T,Points:0,Points:1,Points:2,Point ID,Block Number
349.994,0.00228914,0.00261026,0.025,276,5
349.994,0.00192884,0.00288672,0.025,277,5
349.994,0.00153555,0.00311379,0.025,278,5
349.994,0.00111598,0.00328758,0.025,279,5
349.994,0.00067732,0.00340512,0.025,280,5
349.994,0.000227068,0.0034644,0.025,281,5
349.994,-0.000227068,0.0034644,0.025,282,5
349.994,-0.00067732,0.00340512,0.025,283,5
349.994,-0.00111598,0.00328758,0.025,284,5
349.994,-0.00153555,0.00311379,0.025,285,5
349.994,-0.00192884,0.00288672,0.025,286,5
349.994,-0.00228914,0.00261026,0.025,287,5
350,0.00200653,0.00228801,0.025,288,5
350,0.00169072,0.00253034,0.025,289,5
350,0.00134598,0.00272938,0.025,290,5
350,0.00097821,0.00288171,0.025,291,5
350,0.000593702,0.00298474,0.025,292,5
350,0.000199036,0.0030367,0.025,293,5
350,-0.000199036,0.0030367,0.025,294,5
350,-0.000593702,0.00298474,0.025,295,5
350,-0.00097821,0.00288171,0.025,296,5
350,-0.00134598,0.00272938,0.025,297,5
350,-0.00169072,0.00253034,0.025,298,5
350,-0.00200653,0.00228801,0.025,299,5
350,0.00170131,0.00193997,0.025,300,5
350,0.00143353,0.00214543,0.025,301,5
350,0.00114123,0.00231419,0.025,302,5
350,0.000829408,0.00244336,0.025,303,5
350,0.00050339,0.00253071,0.025,304,5
350,0.000168759,0.00257477,0.025,305,5
350,-0.000168759,0.00257477,0.025,306,5
350,-0.00050339,0.00253071,0.025,307,5
350,-0.000829408,0.00244336,0.025,308,5
350,-0.00114123,0.00231419,0.025,309,5
350,-0.00143353,0.00214543,0.025,310,5
350,-0.00170131,0.00193997,0.025,311,5
350,0.00137164,0.00156406,0.025,312,5
350,0.00115576,0.00172971,0.025,313,5
350,0.000920096,0.00186577,0.025,314,5
350,0.000668692,0.0019699,0.025,315,5
350,0.000405847,0.00204033,0.025,316,5
350,0.000136058,0.00207585,0.025,317,5
350,-0.000136058,0.00207585,0.025,318,5
350,-0.000405847,0.00204033,0.025,319,5
350,-0.000668692,0.0019699,0.025,320,5
350,-0.000920096,0.00186577,0.025,321,5
350,-0.00115576,0.00172971,0.025,322,5
350,-0.00137164,0.00156406,0.025,323,5
350,0.00101558,0.00115805,0.025,324,5
350,0.000855739,0.0012807,0.025,325,5
350,0.000681253,0.00138144,0.025,326,5
350,0.00049511,0.00145855,0.025,327,5
350,0.000300496,0.00151069,0.025,328,5
350,0.00010074,0.00153699,0.025,329,5
350,-0.00010074,0.00153699,0.025,330,5
350,-0.000300496,0.00151069,0.025,331,5
350,-0.00049511,0.00145855,0.025,332,5
350,-0.000681253,0.00138144,0.025,333,5
350,-0.000855739,0.0012807,0.025,334,5
350,-0.00101558,0.00115805,0.025,335,5
350,0.00063102,0.000719541,0.025,336,5
350,0.000531703,0.000795749,0.025,337,5
350,0.000423288,0.000858343,0.025,338,5
350,0.00030763,0.00090625,0.025,339,5
350,0.000186709,0.00093865,0.025,340,5
350,6.25934e-05,0.000954991,0.025,341,5
350,-6.25934e-05,0.000954991,0.025,342,5
350,-0.000186709,0.00093865,0.025,343,5
350,-0.00030763,0.00090625,0.025,344,5
350,-0.000423288,0.000858343,0.025,345,5
350,-0.000531703,0.000795749,0.025,346,5
350,-0.00063102,0.000719541,0.025,347,5
350,0.000287558,0.000327897,0.025,348,5
350,0.000242299,0.000362626,0.025,349,5
350,0.000192894,0.00039115,0.025,350,5
350,0.000140188,0.000412981,0.025,351,5
350,8.50841e-05,0.000427746,0.025,352,5
350,2.8524e-05,0.000435193,0.025,353,5
350,-2.8524e-05,0.000435193,0.025,354,5
350,-8.50841e-05,0.000427746,0.025,355,5
350,-0.000140188,0.000412981,0.025,356,5
350,-0.000192894,0.00039115,0.025,357,5
350,-0.000242299,0.000362626,0.025,358,5
350,-0.000287558,0.000327897,0.025,359,5
335.089,0.00301735,0.00344063,0.035,360,5
335.089,0.00254245,0.00380504,0.035,361,5
335.089,0.00202404,0.00410434,0.035,362,5
335.089,0.001471,0.00433342,0.035,363,5
335.089,0.000892788,0.00448835,0.035,364,5
335.089,0.000299303,0.00456648,0.035,365,5
335.089,-0.000299303,0.00456648,0.035,366,5
335.089,-0.000892788,0.00448835,0.035,367,5
335.089,-0.001471,0.00433342,0.035,368,5
335.089,-0.00202404,0.00410434,0.035,369,5
335.089,-0.00254245,0.00380504,0.035,370,5
335.089,-0.00301735,0.00344063,0.035,371,5
347.05,0.00279305,0.00318486,0.035,372,5
347.05,0.00235345,0.00352218,0.035,373,5
347.05,0.00187358,0.00379924,0.035,374,5
347.05,0.00136165,0.00401128,0.035,375,5
347.05,0.000826421,0.0041547,0.035,376,5
347.05,0.000277054,0.00422702,0.035,377,5
347.05,-0.000277054,0.00422702,0.035,378,5
347.05,-0.000826421,0.0041547,0.035,379,5
347.05,-0.00136165,0.00401128,0.035,380,5
347.05,-0.00187358,0.00379924,0.035,381,5
347.05,-0.00235345,0.00352218,0.035,382,5
347.05,-0.00279305,0.00318486,0.035,383,5
349.748,0.00255079,0.00290862,0.035,384,5
349.748,0.00214932,0.00321668,0.035,385,5
349.748,0.00171107,0.0034697,0.035,386,5
349.748,0.00124354,0.00366336,0.035,387,5
349.748,0.00075474,0.00379433,0.035,388,5
349.748,0.000253023,0.00386039,0.035,389,5
349.748,-0.000253023,0.00386039,0.035,390,5
349.748,-0.00075474,0.00379433,0.035,391,5
349.748,-0.00124354,0.00366336,0.035,392,5
349.748,-0.00171107,0.0034697,0.035,393,5
349.748,-0.00214932,0.00321668,0.035,394,5
349.748,-0.00255079,0.00290862,0.035,395,5
349.989,0.00228914,0.00261026,0.035,396,5
349.989,0.00192884,0.00288672,0.035,397,5
349.989,0.00153555,0.00311379,0.035,398,5
349.989,0.00111598,0.00328758,0.035,399,5
349.989,0.00067732,0.00340512,0.035,400,5
349.989,0.000227068,0.0034644,0.035,401,5
349.989,-0.000227068,0.0034644,0.035,402,5
349.989,-0.00067732,0.00340512,0.035,403,5
349.989,-0.00111598,0.00328758,0.035,404,5
349.989,-0.00153555,0.00311379,0.035,405,5
349.989,-0.00192884,0.00288672,0.035,406,5
349.989,-0.00228914,0.00261026,0.035,407,5
350,0.00200653,0.00228801,0.035,408,5
350,0.00169072,0.00253034,0.035,409,5
350,0.00134598,0.00272938,0.035,410,5
350,0.00097821,0.00288171,0.035,411,5
350,0.000593702,0.00298474,0.035,412,5
350,0.000199036,0.0030367,0.035,413,5
350,-0.000199036,0.0030367,0.035,414,5
350,-0.000593702,0.00298474,0.035,415,5
350,-0.00097821,0.00288171,0.035,416,5
350,-0.00134598,0.00272938,0.035,417,5
350,-0.00169072,0.00253034,0.035,418,5
350,-0.00200653,0.00228801,0.035,419,5
350,0.00170131,0.00193997,0.035,420,5
350,0.00143353,0.00214543,0.035,421,5
350,0.00114123,0.00231419,0.035,422,5
350,0.000829408,0.00244336,0.035,423,5
350,0.00050339,0.00253071,0.035,424,5
350,0.000168759,0.00257477,0.035,425,5
350,-0.000168759,0.00257477,0.035,426,5
350,-0.00050339,0.00253071,0.035,427,5
350,-0.000829408,0.00244336,0.035,428,5
350,-0.00114123,0.00231419,0.035,429,5
350,-0.00143353,0.00214543,0.035,430,5
350,-0.00170131,0.00193997,0.035,431,5
350,0.00137164,0.00156406,0.035,432,5
350,0.00115576,0.00172971,0.035,433,5
350,0.000920096,0.00186577,0.035,434,5
350,0.000668692,0.0019699,0.035,435,5
350,0.000405847,0.00204033,0.035,436,5
350,0.000136058,0.00207585,0.035,437,5
350,-0.000136058,0.00207585,0.035,438,5
350,-0.000405847,0.00204033,0.035,439,5
350,-0.000668692,0.0019699,0.035,440,5
350,-0.000920096,0.00186577,0.035,441,5
350,-0.00115576,0.00172971,0.035,442,5
350,-0.00137164,0.00156406,0.035,443,5
350,0.00101558,0.00115805,0.035,444,5
350,0.000855739,0.0012807,0.035,445,5
350,0.000681253,0.00138144,0.035,446,5
350,0.00049511,0.00145855,0.035,447,5
350,0.000300496,0.00151069,0.035,448,5
350,0.00010074,0.00153699,0.035,449,5
350,-0.00010074,0.00153699,0.035,450,5
350,-0.000300496,0.00151069,0.035,451,5
350,-0.00049511,0.00145855,0.035,452,5
350,-0.000681253,0.00138144,0.035,453,5
350,-0.000855739,0.0012807,0.035,454,5
350,-0.00101558,0.00115805,0.035,455,5
350,0.00063102,0.000719541,0.035,456,5
350,0.000531703,0.000795749,0.035,457,5
350,0.000423288,0.000858343,0.035,458,5
350,0.00030763,0.00090625,0.035,459,5
350,0.000186709,0.00093865,0.035,460,5
350,6.25934e-05,0.000954991,0.035,461,5
350,-6.25934e-05,0.000954991,0.035,462,5
350,-0.000186709,0.00093865,0.035,463,5
350,-0.00030763,0.00090625,0.035,464,5
350,-0.000423288,0.000858343,0.035,465,5
350,-0.000531703,0.000795749,0.035,466,5
350,-0.00063102,0.000719541,0.035,467,5
350,0.000287558,0.000327897,0.035,468,5
350,0.000242299,0.000362626,0.035,469,5
350,0.000192894,0.00039115,0.035,470,5
350,0.000140188,0.000412981,0.035,471,5
350,8.50841e-05,0.000427746,0.035,472,5
350,2.8524e-05,0.000435193,0.035,473,5
350,-2.8524e-05,0.000435193,0.035,474,5
350,-8.50841e-05,0.000427746,0.035,475,5
350,-0.000140188,0.000412981,0.035,476,5
350,-0.000192894,0.00039115,0.035,477,5
350,-0.000242299,0.000362626,0.035,478,5
350,-0.000287558,0.000327897,0.035,479,5
334.284,0.00301735,0.00344063,0.045,480,5
334.284,0.00254245,0.00380504,0.045,481,5
334.284,0.00202404,0.00410434,0.045,482,5
334.284,0.001471,0.00433342,0.045,483,5
334.284,0.000892788,0.00448835,0.045,484,5
334.284,0.000299303,0.00456648,0.045,485,5
334.284,-0.000299303,0.00456648,0.045,486,5
334.284,-0.000892788,0.00448835,0.045,487,5
334.284,-0.001471,0.00433342,0.045,488,5
334.284,-0.00202404,0.00410434,0.045,489,5
334.284,-0.00254245,0.00380504,0.045,490,5
334.284,-0.00301735,0.00344063,0.045,491,5
346.32,0.00279305,0.00318486,0.045,492,5
346.32,0.00235345,0.00352218,0.045,493,5
346.32,0.00187358,0.00379924,0.045,494,5
346.32,0.00136165,0.00401128,0.045,495,5
346.32,0.000826421,0.0041547,0.045,496,5
346.32,0.000277054,0.00422702,0.045,497,5
346.32,-0.000277054,0.00422702,0.045,498,5
346.32,-0.000826421,0.0041547,0.045,499,5
346.32,-0.00136165,0.00401128,0.045,500,5
346.32,-0.00187358,0.00379924,0.045,501,5
346.32,-0.00235345,0.00352218,0.045,502,5
346.32,-0.00279305,0.00318486,0.045,503,5
349.625,0.00255079,0.00290862,0.045,504,5
349.625,0.00214932,0.00321668,0.045,505,5
349.625,0.00171107,0.0034697,0.045,506,5
349.625,0.00124354,0.00366336,0.045,507,5
349.625,0.00075474,0.00379433,0.045,508,5
349.625,0.000253023,0.00386039,0.045,509,5
349.625,-0.000253023,0.00386039,0.045,510,5
349.625,-0.00075474,0.00379433,0.045,511,5
349.625,-0.00124354,0.00366336,0.045,512,5
349.625,-0.00171107,0.0034697,0.045,513,5
349.625,-0.00214932,0.00321668,0.045,514,5
349.625,-0.00255079,0.00290862,0.045,515,5
349.98,0.00228914,0.00261026,0.045,516,5
349.98,0.00192884,0.00288672,0.045,517,5
349.98,0.00153555,0.00311379,0.045,518,5
349.98,0.00111598,0.00328758,0.045,519,5
349.98,0.00067732,0.00340512,0.045,520,5
349.98,0.000227068,0.0034644,0.045,521,5
349.98,-0.000227068,0.0034644,0.045,522,5
349.98,-0.00067732,0.00340512,0.045,523,5
349.98,-0.00111598,0.00328758,0.045,524,5
349.98,-0.00153555,0.00311379,0.045,525,5
349.98,-0.00192884,0.00288672,0.045,526,5
349.98,-0.00228914,0.00261026,0.045,527,5
349.999,0.00200653,0.00228801,0.045,528,5
349.999,0.00169072,0.00253034,0.045,529,5
349.999,0.00134598,0.00272938,0.045,530,5
349.999,0.00097821,0.00288171,0.045,531,5
349.999,0.000593702,0.00298474,0.045,532,5
349.999,0.000199036,0.0030367,0.045,533,5
349.999,-0.000199036,0.0030367,0.045,534,5
349.999,-0.000593702,0.00298474,0.045,535,5
349.999,-0.00097821,0.00288171,0.045,536,5
349.999,-0.00134598,0.00272938,0.045,537,5
349.999,-0.00169072,0.00253034,0.045,538,5
349.999,-0.00200653,0.00228801,0.045,539,5
350,0.00170131,0.00193997,0.045,540,5
350,0.00143353,0.00214543,0.045,541,5
350,0.00114123,0.00231419,0.045,542,5
350,0.000829408,0.00244336,0.045,543,5
350,0.00050339,0.00253071,0.045,544,5
350,0.000168759,0.00257477,0.045,545,5
350,-0.000168759,0.00257477,0.045,546,5
350,-0.00050339,0.00253071,0.045,547,5
350,-0.000829408,0.00244336,0.045,548,5
350,-0.00114123,0.00231419,0.045,549,5
350,-0.00143353,0.00214543,0.045,550,5
350,-0.00170131,0.00193997,0.045,551,5
350,0.00137164,0.00156406,0.045,552,5
350,0.00115576,0.00172971,0.045,553,5
350,0.000920096,0.00186577,0.045,554,5
350,0.000668692,0.0019699,0.045,555,5
350,0.000405847,0.00204033,0.045,556,5
350,0.000136058,0.00207585,0.045,557,5
350,-0.000136058,0.00207585,0.045,558,5
350,-0.000405847,0.00204033,0.045,559,5
350,-0.000668692,0.0019699,0.045,560,5
350,-0.000920096,0.00186577,0.045,561,5
350,-0.00115576,0.00172971,0.045,562,5
350,-0.00137164,0.00156406,0.045,563,5
350,0.00101558,0.00115805,0.045,564,5
350,0.000855739,0.0012807,0.045,565,5
350,0.000681253,0.00138144,0.045,566,5
350,0.00049511,0.00145855,0.045,567,5
350,0.000300496,0.00151069,0.045,568,5
350,0.00010074,0.00153699,0.045,569,5
350,-0.00010074,0.00153699,0.045,570,5
350,-0.000300496,0.00151069,0.045,571,5
350,-0.00049511,0.00145855,0.045,572,5
350,-0.000681253,0.00138144,0.045,573,5
350,-0.000855739,0.0012807,0.045,574,5
350,-0.00101558,0.00115805,0.045,575,5
350,0.00063102,0.000719541,0.045,576,5
350,0.000531703,0.000795749,0.045,577,5
350,0.000423288,0.000858343,0.045,578,5
350,0.00030763,0.00090625,0.045,579,5
350,0.000186709,0.00093865,0.045,580,5
350,6.25934e-05,0.000954991,0.045,581,5
350,-6.25934e-05,0.000954991,0.045,582,5
350,-0.000186709,0.00093865,0.045,583,5
350,-0.00030763,0.00090625,0.045,584,5
350,-0.000423288,0.000858343,0.045,585,5
350,-0.000531703,0.000795749,0.045,586,5
350,-0.00063102,0.000719541,0.045,587,5
350,0.000287558,0.000327897,0.045,588,5
350,0.000242299,0.000362626,0.045,589,5
350,0.000192894,0.00039115,0.045,590,5
350,0.000140188,0.000412981,0.045,591,5
350,8.50841e-05,0.000427746,0.045,592,5
350,2.8524e-05,0.000435193,0.045,593,5
350,-2.8524e-05,0.000435193,0.045,594,5
