T,Points:0,Points:1,Points:2,Point ID,Block Number
350,-0.00261026,-0.00228914,0.005,6047,5
350,-0.00228801,0.00200653,0.005,6048,5
350,-0.00253034,0.00169072,0.005,6049,5
350,-0.00272938,0.00134598,0.005,6050,5
350,-0.00288171,0.00097821,0.005,6051,5
350,-0.00298474,0.000593702,0.005,6052,5
350,-0.0030367,0.000199036,0.005,6053,5
350,-0.0030367,-0.000199036,0.005,6054,5
350,-0.00298474,-0.000593702,0.005,6055,5
350,-0.00288171,-0.00097821,0.005,6056,5
350,-0.00272938,-0.00134598,0.005,6057,5
350,-0.00253034,-0.00169072,0.005,6058,5
350,-0.00228801,-0.00200653,0.005,6059,5
350,-0.00193997,0.00170131,0.005,6060,5
350,-0.00214543,0.00143353,0.005,6061,5
350,-0.00231419,0.00114123,0.005,6062,5
350,-0.00244336,0.000829408,0.005,6063,5
350,-0.00253071,0.00050339,0.005,6064,5
350,-0.00257477,0.000168759,0.005,6065,5
350,-0.00257477,-0.000168759,0.005,6066,5
350,-0.00253071,-0.00050339,0.005,6067,5
350,-0.00244336,-0.000829408,0.005,6068,5
350,-0.00231419,-0.00114123,0.005,6069,5
350,-0.00214543,-0.00143353,0.005,6070,5
350,-0.00193997,-0.00170131,0.005,6071,5
350,-0.00156406,0.00137164,0.005,6072,5
350,-0.00172971,0.00115576,0.005,6073,5
350,-0.00186577,0.000920096,0.005,6074,5
350,-0.0019699,0.000668692,0.005,6075,5
350,-0.00204033,0.000405847,0.005,6076,5
350,-0.00207585,0.000136058,0.005,6077,5
350,-0.00207585,-0.000136058,0.005,6078,5
350,-0.00204033,-0.000405847,0.005,6079,5
350,-0.0019699,-0.000668692,0.005,6080,5
350,-0.00186577,-0.000920096,0.005,6081,5
350,-0.00172971,-0.00115576,0.005,6082,5
350,-0.00156406,-0.00137164,0.005,6083,5
350,-0.00115805,0.00101558,0.005,6084,5
350,-0.0012807,0.000855739,0.005,6085,5
350,-0.00138144,0.000681253,0.005,6086,5
350,-0.00145855,0.00049511,0.005,6087,5
350,-0.00151069,0.000300496,0.005,6088,5
350,-0.00153699,0.00010074,0.005,6089,5
350,-0.00153699,-0.00010074,0.005,6090,5
350,-0.00151069,-0.000300496,0.005,6091,5
350,-0.00145855,-0.00049511,0.005,6092,5
350,-0.00138144,-0.000681253,0.005,6093,5
350,-0.0012807,-0.000855739,0.005,6094,5
350,-0.00115805,-0.00101558,0.005,6095,5
350,-0.000719541,0.00063102,0.005,6096,5
350,-0.000795749,0.000531703,0.005,6097,5
350,-0.000858343,0.000423288,0.005,6098,5
350,-0.00090625,0.00030763,0.005,6099,5
350,-0.00093865,0.000186709,0.005,6100,5
350,-0.000954991,6.25934e-05,0.005,6101,5
350,-0.000954991,-6.25934e-05,0.005,6102,5
350,-0.00093865,-0.000186709,0.005,6103,5
350,-0.00090625,-0.00030763,0.005,6104,5
350,-0.000858343,-0.000423288,0.005,6105,5
350,-0.000795749,-0.000531703,0.005,6106,5
350,-0.000719541,-0.00063102,0.005,6107,5
350,-0.000327898,0.000287559,0.005,6108,5
350,-0.000362626,0.000242299,0.005,6109,5
350,-0.000391151,0.000192894,0.005,6110,5
350,-0.000412982,0.000140189,0.005,6111,5
350,-0.000427747,8.50842e-05,0.005,6112,5
350,-0.000435193,2.85241e-05,0.005,6113,5
350,-0.000435193,-2.8524e-05,0.005,6114,5
350,-0.000427747,-8.50842e-05,0.005,6115,5
350,-0.000412982,-0.000140188,0.005,6116,5
350,-0.000391151,-0.000192894,0.005,6117,5
350,-0.000362627,-0.000242299,0.005,6118,5
350,-0.000327898,-0.000287559,0.005,6119,5
337.582,-0.00344063,0.00301735,0.015,6120,5
337.582,-0.00380504,0.00254245,0.015,6121,5
337.582,-0.00410434,0.00202404,0.015,6122,5
337.582,-0.00433342,0.001471,0.015,6123,5
337.582,-0.00448835,0.000892788,0.015,6124,5
337.582,-0.00456648,0.000299303,0.015,6125,5
337.582,-0.00456648,-0.000299303,0.015,6126,5
337.582,-0.00448835,-0.000892788,0.015,6127,5
337.582,-0.00433342,-0.001471,0.015,6128,5
337.582,-0.00410434,-0.00202404,0.015,6129,5
337.582,-0.00380504,-0.00254245,0.015,6130,5
337.582,-0.00344063,-0.00301735,0.015,6131,5
348.574,-0.00318486,0.00279305,0.015,6132,5
348.574,-0.00352218,0.00235345,0.015,6133,5
348.574,-0.00379924,0.00187358,0.015,6134,5
348.574,-0.00401128,0.00136165,0.015,6135,5
348.574,-0.0041547,0.000826421,0.015,6136,5
348.574,-0.00422702,0.000277054,0.015,6137,5
348.574,-0.00422702,-0.000277054,0.015,6138,5
348.574,-0.0041547,-0.000826421,0.015,6139,5
348.574,-0.00401128,-0.00136165,0.015,6140,5
348.574,-0.00379924,-0.00187358,0.015,6141,5
348.574,-0.00352218,-0.00235345,0.015,6142,5
348.574,-0.00318486,-0.00279305,0.015,6143,5
349.927,-0.00290862,0.00255079,0.015,6144,5
349.927,-0.00321668,0.00214932,0.015,6145,5
349.927,-0.0034697,0.00171107,0.015,6146,5
349.927,-0.00366336,0.00124354,0.015,6147,5
349.927,-0.00379433,0.00075474,0.015,6148,5
349.927,-0.00386039,0.000253023,0.015,6149,5
349.927,-0.00386039,-0.000253023,0.015,6150,5
349.927,-0.00379433,-0.00075474,0.015,6151,5
349.927,-0.00366336,-0.00124354,0.015,6152,5
349.927,-0.0034697,-0.00171107,0.015,6153,5
349.927,-0.00321668,-0.00214932,0.015,6154,5
349.927,-0.00290862,-0.00255079,0.015,6155,5
349.998,-0.00261026,0.00228914,0.015,6156,5
349.998,-0.00288672,0.00192884,0.015,6157,5
349.998,-0.00311379,0.00153555,0.015,6158,5
349.998,-0.00328758,0.00111598,0.015,6159,5
349.998,-0.00340512,0.00067732,0.015,6160,5
349.998,-0.0034644,0.000227068,0.015,6161,5
349.998,-0.0034644,-0.000227068,0.015,6162,5
349.998,-0.00340512,-0.00067732,0.015,6163,5
349.998,-0.00328758,-0.00111598,0.015,6164,5
349.998,-0.00311379,-0.00153555,0.015,6165,5
349.998,-0.00288672,-0.00192884,0.015,6166,5
349.998,-0.00261026,-0.00228914,0.015,6167,5
350,-0.00228801,0.00200653,0.015,6168,5
350,-0.00253034,0.00169072,0.015,6169,5
350,-0.00272938,0.00134598,0.015,6170,5
350,-0.00288171,0.00097821,0.015,6171,5
350,-0.00298474,0.000593702,0.015,6172,5
350,-0.0030367,0.000199036,0.015,6173,5
350,-0.0030367,-0.000199036,0.015,6174,5
350,-0.00298474,-0.000593702,0.015,6175,5
350,-0.00288171,-0.00097821,0.015,6176,5
350,-0.00272938,-0.00134598,0.015,6177,5
350,-0.00253034,-0.00169072,0.015,6178,5
350,-0.00228801,-0.00200653,0.015,6179,5
350,-0.00193997,0.00170131,0.015,6180,5
350,-0.00214543,0.00143353,0.015,6181,5
350,-0.00231419,0.00114123,0.015,6182,5
350,-0.00244336,0.000829408,0.015,6183,5
350,-0.00253071,0.00050339,0.015,6184,5
350,-0.00257477,0.000168759,0.015,6185,5
350,-0.00257477,-0.000168759,0.015,6186,5
350,-0.00253071,-0.00050339,0.015,6187,5
350,-0.00244336,-0.000829408,0.015,6188,5
350,-0.00231419,-0.00114123,0.015,6189,5
350,-0.00214543,-0.00143353,0.015,6190,5
350,-0.00193997,-0.00170131,0.015,6191,5
350,-0.00156406,0.00137164,0.015,6192,5
350,-0.00172971,0.00115576,0.015,6193,5
350,-0.00186577,0.000920096,0.015,6194,5
350,-0.0019699,0.000668692,0.015,6195,5
350,-0.00204033,0.000405847,0.015,6196,5
350,-0.00207585,0.000136058,0.015,6197,5
350,-0.00207585,-0.000136058,0.015,6198,5
350,-0.00204033,-0.000405847,0.015,6199,5
350,-0.0019699,-0.000668692,0.015,6200,5
350,-0.00186577,-0.000920096,0.015,6201,5
350,-0.00172971,-0.00115576,0.015,6202,5
350,-0.00156406,-0.00137164,0.015,6203,5
350,-0.00115805,0.00101558,0.015,6204,5
350,-0.0012807,0.000855739,0.015,6205,5
350,-0.00138144,0.000681253,0.015,6206,5
350,-0.00145855,0.00049511,0.015,6207,5
350,-0.00151069,0.000300496,0.015,6208,5
350,-0.00153699,0.00010074,0.015,6209,5
350,-0.00153699,-0.00010074,0.015,6210,5
350,-0.00151069,-0.000300496,0.015,6211,5
350,-0.00145855,-0.00049511,0.015,6212,5
350,-0.00138144,-0.000681253,0.015,6213,5
350,-0.0012807,-0.000855739,0.015,6214,5
350,-0.00115805,-0.00101558,0.015,6215,5
350,-0.000719541,0.00063102,0.015,6216,5
350,-0.000795749,0.000531703,0.015,6217,5
350,-0.000858343,0.000423288,0.015,6218,5
350,-0.00090625,0.00030763,0.015,6219,5
350,-0.00093865,0.000186709,0.015,6220,5
350,-0.000954991,6.25934e-05,0.015,6221,5
350,-0.000954991,-6.25934e-05,0.015,6222,5
350,-0.00093865,-0.000186709,0.015,6223,5
350,-0.00090625,-0.00030763,0.015,6224,5
350,-0.000858343,-0.000423288,0.015,6225,5
350,-0.000795749,-0.000531703,0.015,6226,5
350,-0.000719541,-0.00063102,0.015,6227,5
350,-0.000327897,0.000287558,0.015,6228,5
350,-0.000362626,0.000242299,0.015,6229,5
350,-0.00039115,0.000192894,0.015,6230,5
350,-0.000412981,0.000140188,0.015,6231,5
350,-0.000427746,8.50841e-05,0.015,6232,5
350,-0.000435193,2.8524e-05,0.015,6233,5
350,-0.000435193,-2.8524e-05,0.015,6234,5
350,-0.000427746,-8.50841e-05,0.015,6235,5
350,-0.000412981,-0.000140188,0.015,6236,5
350,-0.00039115,-0.000192894,0.015,6237,5
350,-0.000362626,-0.000242299,0.015,6238,5
350,-0.000327897,-0.000287558,0.015,6239,5
336.278,-0.00344063,0.00301735,0.025,6240,5
336.278,-0.00380504,0.00254245,0.025,6241,5
336.278,-0.00410434,0.00202404,0.025,6242,5
336.278,-0.00433342,0.001471,0.025,6243,5
336.278,-0.00448835,0.000892788,0.025,6244,5
336.278,-0.00456648,0.000299303,0.025,6245,5
336.278,-0.00456648,-0.000299303,0.025,6246,5
336.278,-0.00448835,-0.000892788,0.025,6247,5
336.278,-0.00433342,-0.001471,0.025,6248,5
336.278,-0.00410434,-0.00202404,0.025,6249,5
336.278,-0.00380504,-0.00254245,0.025,6250,5
336.278,-0.00344063,-0.00301735,0.025,6251,5
347.819,-0.00318486,0.00279305,0.025,6252,5
347.819,-0.00352218,0.00235345,0.025,6253,5
347.819,-0.00379924,0.00187358,0.025,6254,5
347.819,-0.00401128,0.00136165,0.025,6255,5
347.819,-0.0041547,0.000826421,0.025,6256,5
347.819,-0.00422702,0.000277054,0.025,6257,5
347.819,-0.00422702,-0.000277054,0.025,6258,5
347.819,-0.0041547,-0.000826421,0.025,6259,5
347.819,-0.00401128,-0.00136165,0.025,6260,5
347.819,-0.00379924,-0.00187358,0.025,6261,5
347.819,-0.00352218,-0.00235345,0.025,6262,5
347.819,-0.00318486,-0.00279305,0.025,6263,5
349.85,-0.00290862,0.00255079,0.025,6264,5
349.85,-0.00321668,0.00214932,0.025,6265,5
349.85,-0.0034697,0.00171107,0.025,6266,5
349.85,-0.00366336,0.00124354,0.025,6267,5
349.85,-0.00379433,0.00075474,0.025,6268,5
349.85,-0.00386039,0.000253023,0.025,6269,5
349.85,-0.00386039,-0.000253023,0.025,6270,5
349.85,-0.00379433,-0.00075474,0.025,6271,5
349.85,-0.00366336,-0.00124354,0.025,6272,5
349.85,-0.0034697,-0.00171107,0.025,6273,5
349.85,-0.00321668,-0.00214932,0.025,6274,5
349.85,-0.00290862,-0.00255079,0.025,6275,5
349.994,-0.00261026,0.00228914,0.025,6276,5
349.994,-0.00288672,0.00192884,0.025,6277,5
349.994,-0.00311379,0.00153555,0.025,6278,5
349.994,-0.00328758,0.00111598,0.025,6279,5
349.994,-0.00340512,0.00067732,0.025,6280,5
349.994,-0.0034644,0.000227068,0.025,6281,5
349.994,-0.0034644,-0.000227068,0.025,6282,5
349.994,-0.00340512,-0.00067732,0.025,6283,5
349.994,-0.00328758,-0.00111598,0.025,6284,5
349.994,-0.00311379,-0.00153555,0.025,6285,5
349.994,-0.00288672,-0.00192884,0.025,6286,5
349.994,-0.00261026,-0.00228914,0.025,6287,5
350,-0.00228801,0.00200653,0.025,6288,5
350,-0.00253034,0.00169072,0.025,6289,5
350,-0.00272938,0.00134598,0.025,6290,5
350,-0.00288171,0.00097821,0.025,6291,5
350,-0.00298474,0.000593702,0.025,6292,5
350,-0.0030367,0.000199036,0.025,6293,5
350,-0.0030367,-0.000199036,0.025,6294,5
350,-0.00298474,-0.000593702,0.025,6295,5
350,-0.00288171,-0.00097821,0.025,6296,5
350,-0.00272938,-0.00134598,0.025,6297,5
350,-0.00253034,-0.00169072,0.025,6298,5
350,-0.00228801,-0.00200653,0.025,6299,5
350,-0.00193997,0.00170131,0.025,6300,5
350,-0.00214543,0.00143353,0.025,6301,5
350,-0.00231419,0.00114123,0.025,6302,5
350,-0.00244336,0.000829408,0.025,6303,5
350,-0.00253071,0.00050339,0.025,6304,5
350,-0.00257477,0.000168759,0.025,6305,5
350,-0.00257477,-0.000168759,0.025,6306,5
350,-0.00253071,-0.00050339,0.025,6307,5
350,-0.00244336,-0.000829408,0.025,6308,5
350,-0.00231419,-0.00114123,0.025,6309,5
350,-0.00214543,-0.00143353,0.025,6310,5
350,-0.00193997,-0.00170131,0.025,6311,5
350,-0.00156406,0.00137164,0.025,6312,5
350,-0.00172971,0.00115576,0.025,6313,5
350,-0.00186577,0.000920096,0.025,6314,5
350,-0.0019699,0.000668692,0.025,6315,5
350,-0.00204033,0.000405847,0.025,6316,5
350,-0.00207585,0.000136058,0.025,6317,5
350,-0.00207585,-0.000136058,0.025,6318,5
350,-0.00204033,-0.000405847,0.025,6319,5
350,-0.0019699,-0.000668692,0.025,6320,5
350,-0.00186577,-0.000920096,0.025,6321,5
350,-0.00172971,-0.00115576,0.025,6322,5
350,-0.00156406,-0.00137164,0.025,6323,5
350,-0.00115805,0.00101558,0.025,6324,5
350,-0.0012807,0.000855739,0.025,6325,5
350,-0.00138144,0.000681253,0.025,6326,5
350,-0.00145855,0.00049511,0.025,6327,5
350,-0.00151069,0.000300496,0.025,6328,5
350,-0.00153699,0.00010074,0.025,6329,5
350,-0.00153699,-0.00010074,0.025,6330,5
350,-0.00151069,-0.000300496,0.025,6331,5
350,-0.00145855,-0.00049511,0.025,6332,5
350,-0.00138144,-0.000681253,0.025,6333,5
350,-0.0012807,-0.000855739,0.025,6334,5
350,-0.00115805,-0.00101558,0.025,6335,5
350,-0.000719541,0.00063102,0.025,6336,5
350,-0.000795749,0.000531703,0.025,6337,5
350,-0.000858343,0.000423288,0.025,6338,5
350,-0.00090625,0.00030763,0.025,6339,5
350,-0.00093865,0.000186709,0.025,6340,5
350,-0.000954991,6.25934e-05,0.025,6341,5
350,-0.000954991,-6.25934e-05,0.025,6342,5
350,-0.00093865,-0.000186709,0.025,6343,5
350,-0.00090625,-0.00030763,0.025,6344,5
350,-0.000858343,-0.000423288,0.025,6345,5
350,-0.000795749,-0.000531703,0.025,6346,5
350,-0.000719541,-0.00063102,0.025,6347,5
350,-0.000327897,0.000287558,0.025,6348,5
350,-0.000362626,0.000242299,0.025,6349,5
350,-0.00039115,0.000192894,0.025,6350,5
350,-0.000412981,0.000140188,0.025,6351,5
350,-0.000427746,8.50841e-05,0.025,6352,5
350,-0.000435193,2.8524e-05,0.025,6353,5
350,-0.000435193,-2.8524e-05,0.025,6354,5
350,-0.000427746,-8.50841e-05,0.025,6355,5
350,-0.000412981,-0.000140188,0.025,6356,5
350,-0.00039115,-0.000192894,0.025,6357,5
350,-0.000362626,-0.000242299,0.025,6358,5
350,-0.000327897,-0.000287558,0.025,6359,5
335.089,-0.00344063,0.00301735,0.035,6360,5
335.089,-0.00380504,0.00254245,0.035,6361,5
335.089,-0.00410434,0.00202404,0.035,6362,5
335.089,-0.00433342,0.001471,0.035,6363,5
335.089,-0.00448835,0.000892788,0.035,6364,5
335.089,-0.00456648,0.000299303,0.035,6365,5
335.089,-0.00456648,-0.000299303,0.035,6366,5
335.089,-0.00448835,-0.000892788,0.035,6367,5
335.089,-0.00433342,-0.001471,0.035,6368,5
335.089,-0.00410434,-0.00202404,0.035,6369,5
335.089,-0.00380504,-0.00254245,0.035,6370,5
335.089,-0.00344063,-0.00301735,0.035,6371,5
347.05,-0.00318486,0.00279305,0.035,6372,5
347.05,-0.00352218,0.00235345,0.035,6373,5
347.05,-0.00379924,0.00187358,0.035,6374,5
347.05,-0.00401128,0.00136165,0.035,6375,5
347.05,-0.0041547,0.000826421,0.035,6376,5
347.05,-0.00422702,0.000277054,0.035,6377,5
347.05,-0.00422702,-0.000277054,0.035,6378,5
347.05,-0.0041547,-0.000826421,0.035,6379,5
347.05,-0.00401128,-0.00136165,0.035,6380,5
347.05,-0.00379924,-0.00187358,0.035,6381,5
347.05,-0.00352218,-0.00235345,0.035,6382,5
347.05,-0.00318486,-0.00279305,0.035,6383,5
349.748,-0.00290862,0.00255079,0.035,6384,5
349.748,-0.00321668,0.00214932,0.035,6385,5
349.748,-0.0034697,0.00171107,0.035,6386,5
349.748,-0.00366336,0.00124354,0.035,6387,5
349.748,-0.00379433,0.00075474,0.035,6388,5
349.748,-0.00386039,0.000253023,0.035,6389,5
349.748,-0.00386039,-0.000253023,0.035,6390,5
349.748,-0.00379433,-0.00075474,0.035,6391,5
349.748,-0.00366336,-0.00124354,0.035,6392,5
349.748,-0.0034697,-0.00171107,0.035,6393,5
349.748,-0.00321668,-0.00214932,0.035,6394,5
349.748,-0.00290862,-0.00255079,0.035,6395,5
349.989,-0.00261026,0.00228914,0.035,6396,5
349.989,-0.00288672,0.00192884,0.035,6397,5
349.989,-0.00311379,0.00153555,0.035,6398,5
349.989,-0.00328758,0.00111598,0.035,6399,5
349.989,-0.00340512,0.00067732,0.035,6400,5
349.989,-0.0034644,0.000227068,0.035,6401,5
349.989,-0.0034644,-0.000227068,0.035,6402,5
349.989,-0.00340512,-0.00067732,0.035,6403,5
349.989,-0.00328758,-0.00111598,0.035,6404,5
349.989,-0.00311379,-0.00153555,0.035,6405,5
349.989,-0.00288672,-0.00192884,0.035,6406,5
349.989,-0.00261026,-0.00228914,0.035,6407,5
350,-0.00228801,0.00200653,0.035,6408,5
350,-0.00253034,0.00169072,0.035,6409,5
350,-0.00272938,0.00134598,0.035,6410,5
350,-0.00288171,0.00097821,0.035,6411,5
350,-0.00298474,0.000593702,0.035,6412,5
350,-0.0030367,0.000199036,0.035,6413,5
350,-0.0030367,-0.000199036,0.035,6414,5
350,-0.00298474,-0.000593702,0.035,6415,5
350,-0.00288171,-0.00097821,0.035,6416,5
350,-0.00272938,-0.00134598,0.035,6417,5
350,-0.00253034,-0.00169072,0.035,6418,5
350,-0.00228801,-0.00200653,0.035,6419,5
350,-0.00193997,0.00170131,0.035,6420,5
350,-0.00214543,0.00143353,0.035,6421,5
350,-0.00231419,0.00114123,0.035,6422,5
350,-0.00244336,0.000829408,0.035,6423,5
350,-0.00253071,0.00050339,0.035,6424,5
350,-0.00257477,0.000168759,0.035,6425,5
350,-0.00257477,-0.000168759,0.035,6426,5
350,-0.00253071,-0.00050339,0.035,6427,5
350,-0.00244336,-0.000829408,0.035,6428,5
350,-0.00231419,-0.00114123,0.035,6429,5
350,-0.00214543,-0.00143353,0.035,6430,5
350,-0.00193997,-0.00170131,0.035,6431,5
350,-0.00156406,0.00137164,0.035,6432,5
350,-0.00172971,0.00115576,0.035,6433,5
350,-0.00186577,0.000920096,0.035,6434,5
350,-0.0019699,0.000668692,0.035,6435,5
350,-0.00204033,0.000405847,0.035,6436,5
350,-0.00207585,0.000136058,0.035,6437,5
350,-0.00207585,-0.000136058,0.035,6438,5
350,-0.00204033,-0.000405847,0.035,6439,5
350,-0.0019699,-0.000668692,0.035,6440,5
350,-0.00186577,-0.000920096,0.035,6441,5
350,-0.00172971,-0.00115576,0.035,6442,5
350,-0.00156406,-0.00137164,0.035,6443,5
350,-0.00115805,0.00101558,0.035,6444,5
350,-0.0012807,0.000855739,0.035,6445,5
350,-0.00138144,0.000681253,0.035,6446,5
350,-0.00145855,0.00049511,0.035,6447,5
350,-0.00151069,0.000300496,0.035,6448,5
350,-0.00153699,0.00010074,0.035,6449,5
350,-0.00153699,-0.00010074,0.035,6450,5
350,-0.00151069,-0.000300496,0.035,6451,5
350,-0.00145855,-0.00049511,0.035,6452,5
350,-0.00138144,-0.000681253,0.035,6453,5
350,-0.0012807,-0.000855739,0.035,6454,5
350,-0.00115805,-0.00101558,0.035,6455,5
350,-0.000719541,0.00063102,0.035,6456,5
350,-0.000795749,0.000531703,0.035,6457,5
350,-0.000858343,0.000423288,0.035,6458,5
350,-0.00090625,0.00030763,0.035,6459,5
350,-0.00093865,0.000186709,0.035,6460,5
350,-0.000954991,6.25934e-05,0.035,6461,5
350,-0.000954991,-6.25934e-05,0.035,6462,5
350,-0.00093865,-0.000186709,0.035,6463,5
350,-0.00090625,-0.00030763,0.035,6464,5
350,-0.000858343,-0.000423288,0.035,6465,5
350,-0.000795749,-0.000531703,0.035,6466,5
350,-0.000719541,-0.00063102,0.035,6467,5
350,-0.000327897,0.000287558,0.035,6468,5
350,-0.000362626,0.000242299,0.035,6469,5
350,-0.00039115,0.000192894,0.035,6470,5
350,-0.000412981,0.000140188,0.035,6471,5
350,-0.000427746,8.50841e-05,0.035,6472,5
350,-0.000435193,2.8524e-05,0.035,6473,5
350,-0.000435193,-2.8524e-05,0.035,6474,5
350,-0.000427746,-8.50841e-05,0.035,6475,5
350,-0.000412981,-0.000140188,0.035,6476,5
350,-0.00039115,-0.000192894,0.035,6477,5
350,-0.000362626,-0.000242299,0.035,6478,5
350,-0.000327897,-0.000287558,0.035,6479,5
334.284,-0.00344063,0.00301735,0.045,6480,5
334.284,-0.00380504,0.00254245,0.045,6481,5
334.284,-0.00410434,0.00202404,0.045,6482,5
334.284,-0.00433342,0.001471,0.045,6483,5
334.284,-0.00448835,0.000892788,0.045,6484,5
334.284,-0.00456648,0.000299303,0.045,6485,5
334.284,-0.00456648,-0.000299303,0.045,6486,5
334.284,-0.00448835,-0.000892788,0.045,6487,5
334.284,-0.00433342,-0.001471,0.045,6488,5
334.284,-0.00410434,-0.00202404,0.045,6489,5
334.284,-0.00380504,-0.00254245,0.045,6490,5
334.284,-0.00344063,-0.00301735,0.045,6491,5
346.32,-0.00318486,0.00279305,0.045,6492,5
346.32,-0.00352218,0.00235345,0.045,6493,5
346.32,-0.00379924,0.00187358,0.045,6494,5
346.32,-0.00401128,0.00136165,0.045,6495,5
346.32,-0.0041547,0.000826421,0.045,6496,5
346.32,-0.00422702,0.000277054,0.045,6497,5
346.32,-0.00422702,-0.000277054,0.045,6498,5
346.32,-0.0041547,-0.000826421,0.045,6499,5
346.32,-0.00401128,-0.00136165,0.045,6500,5
346.32,-0.00379924,-0.00187358,0.045,6501,5
346.32,-0.00352218,-0.00235345,0.045,6502,5
346.32,-0.00318486,-0.00279305,0.045,6503,5
349.625,-0.00290862,0.00255079,0.045,6504,5
349.625,-0.00321668,0.00214932,0.045,6505,5
349.625,-0.0034697,0.00171107,0.045,6506,5
349.625,-0.00366336,0.00124354,0.045,6507,5
349.625,-0.00379433,0.00075474,0.045,6508,5
349.625,-0.00386039,0.000253023,0.045,6509,5
349.625,-0.00386039,-0.000253023,0.045,6510,5
349.625,-0.00379433,-0.00075474,0.045,6511,5
349.625,-0.00366336,-0.00124354,0.045,6512,5
349.625,-0.0034697,-0.00171107,0.045,6513,5
349.625,-0.00321668,-0.00214932,0.045,6514,5
349.625,-0.00290862,-0.00255079,0.045,6515,5
349.98,-0.00261026,0.00228914,0.045,6516,5
349.98,-0.00288672,0.00192884,0.045,6517,5
349.98,-0.00311379,0.00153555,0.045,6518,5
349.98,-0.00328758,0.00111598,0.045,6519,5
349.98,-0.00340512,0.00067732,0.045,6520,5
349.98,-0.0034644,0.000227068,0.045,6521,5
349.98,-0.0034644,-0.000227068,0.045,6522,5
349.98,-0.00340512,-0.00067732,0.045,6523,5
349.98,-0.00328758,-0.00111598,0.045,6524,5
349.98,-0.00311379,-0.00153555,0.045,6525,5
349.98,-0.00288672,-0.00192884,0.045,6526,5
349.98,-0.00261026,-0.00228914,0.045,6527,5
349.999,-0.00228801,0.00200653,0.045,6528,5
349.999,-0.00253034,0.00169072,0.045,6529,5
349.999,-0.00272938,0.00134598,0.045,6530,5
349.999,-0.00288171,0.00097821,0.045,6531,5
349.999,-0.00298474,0.000593702,0.045,6532,5
349.999,-0.0030367,0.000199036,0.045,6533,5
349.999,-0.0030367,-0.000199036,0.045,6534,5
349.999,-0.00298474,-0.000593702,0.045,6535,5
349.999,-0.00288171,-0.00097821,0.045,6536,5
349.999,-0.00272938,-0.00134598,0.045,6537,5
349.999,-0.00253034,-0.00169072,0.045,6538,5
349.999,-0.00228801,-0.00200653,0.045,6539,5
350,-0.00193997,0.00170131,0.045,6540,5
350,-0.00214543,0.00143353,0.045,6541,5
350,-0.00231419,0.00114123,0.045,6542,5
350,-0.00244336,0.000829408,0.045,6543,5
350,-0.00253071,0.00050339,0.045,6544,5
350,-0.00257477,0.000168759,0.045,6545,5
350,-0.00257477,-0.000168759,0.045,6546,5
350,-0.00253071,-0.00050339,0.045,6547,5
350,-0.00244336,-0.000829408,0.045,6548,5
350,-0.00231419,-0.00114123,0.045,6549,5
350,-0.00214543,-0.00143353,0.045,6550,5
350,-0.00193997,-0.00170131,0.045,6551,5
350,-0.00156406,0.00137164,0.045,6552,5
350,-0.00172971,0.00115576,0.045,6553,5
350,-0.00186577,0.000920096,0.045,6554,5
350,-0.0019699,0.000668692,0.045,6555,5
350,-0.00204033,0.000405847,0.045,6556,5
350,-0.00207585,0.000136058,0.045,6557,5
350,-0.00207585,-0.000136058,0.045,6558,5
350,-0.00204033,-0.000405847,0.045,6559,5
350,-0.0019699,-0.000668692,0.045,6560,5
350,-0.00186577,-0.000920096,0.045,6561,5
350,-0.00172971,-0.00115576,0.045,6562,5
350,-0.00156406,-0.00137164,0.045,6563,5
350,-0.00115805,0.00101558,0.045,6564,5
350,-0.0012807,0.000855739,0.045,6565,5
350,-0.00138144,0.000681253,0.045,6566,5
350,-0.00145855,0.00049511,0.045,6567,5
350,-0.00151069,0.000300496,0.045,6568,5
350,-0.00153699,0.00010074,0.045,6569,5
350,-0.00153699,-0.00010074,0.045,6570,5
350,-0.00151069,-0.000300496,0.045,6571,5
350,-0.00145855,-0.00049511,0.045,6572,5
350,-0.00138144,-0.000681253,0.045,6573,5
350,-0.0012807,-0.000855739,0.045,6574,5
350,-0.00115805,-0.00101558,0.045,6575,5
350,-0.000719541,0.00063102,0.045,6576,5
350,-0.000795749,0.000531703,0.045,6577,5
350,-0.000858343,0.000423288,0.045,6578,5
350,-0.00090625,0.00030763,0.045,6579,5
350,-0.00093865,0.000186709,0.045,6580,5
350,-0.000954991,6.25934e-05,0.045,6581,5
350,-0.000954991,-6.25934e-05,0.045,6582,5
350,-0.00093865,-0.000186709,0.045,6583,5
350,-0.00090625,-0.00030763,0.045,6584,5
350,-0.000858343,-0.000423288,0.045,6585,5
350,-0.000795749,-0.000531703,0.045,6586,5
350,-0.000719541,-0.00063102,0.045,6587,5
350,-0.000327897,0.000287558,0.045,6588,5
350,-0.000362626,0.000242299,0.045,6589,5
350,-0.00039115,0.000192894,0.045,6590,5
350,-0.000412981,0.000140188,0.045,6591,5
350,-0.000427746,8.50841e-05,0.045,6592,5
350,-0.000435193,2.8524e-05,0.045,6593,5
350,-0.000435193,-2.8524e-05,0.045,6594,5
350,-0.000427746,-8.50841e-05,0.045,6595,5
350,-0.000412981,-0.000140188,0.045,6596,5
350,-0.00039115,-0.000192894,0.045,6597,5
